Annotation	Gene	Input
Protein processing in endoplasmic reticulum	Capn2	1
Protein processing in endoplasmic reticulum	Casp12	1
Protein processing in endoplasmic reticulum	Ckap4	1
Protein processing in endoplasmic reticulum	Cryaa	1
Protein processing in endoplasmic reticulum	Cryab	1
Protein processing in endoplasmic reticulum	Cul1	1
Protein processing in endoplasmic reticulum	Dad1	1
Protein processing in endoplasmic reticulum	Ddit3	1
Protein processing in endoplasmic reticulum	Ddost	1
Protein processing in endoplasmic reticulum	Derl1	1
Protein processing in endoplasmic reticulum	Derl2	1
Protein processing in endoplasmic reticulum	Derl3	1
Protein processing in endoplasmic reticulum	Dnaja1	1
Protein processing in endoplasmic reticulum	Dnaja2	1
Protein processing in endoplasmic reticulum	Dnajb1	1
Protein processing in endoplasmic reticulum	Dnajb11	1
Protein processing in endoplasmic reticulum	Dnajb12	1
Protein processing in endoplasmic reticulum	Dnajb2	1
Protein processing in endoplasmic reticulum	Dnajc1	1
Protein processing in endoplasmic reticulum	Dnajc10	1
Protein processing in endoplasmic reticulum	Dnajc3	1
Protein processing in endoplasmic reticulum	Dnajc5	1
Protein processing in endoplasmic reticulum	Dnajc5b	1
Protein processing in endoplasmic reticulum	Dnajc5g	1
Protein processing in endoplasmic reticulum	Edem1	1
Protein processing in endoplasmic reticulum	Edem2	1
Protein processing in endoplasmic reticulum	Edem3	1
Protein processing in endoplasmic reticulum	Eif2ak1	1
Protein processing in endoplasmic reticulum	Eif2ak2	1
Protein processing in endoplasmic reticulum	Eif2ak3	1
Protein processing in endoplasmic reticulum	Eif2ak4	1
Protein processing in endoplasmic reticulum	Eif2s1	1
Protein processing in endoplasmic reticulum	Erlec1	1
Protein processing in endoplasmic reticulum	Ern1	1
Protein processing in endoplasmic reticulum	Ero1l	1
Protein processing in endoplasmic reticulum	Ero1lb	1
Protein processing in endoplasmic reticulum	Erp29	1
Protein processing in endoplasmic reticulum	Fbxo2	1
Protein processing in endoplasmic reticulum	Fbxo6	1
Protein processing in endoplasmic reticulum	Ganab	1
Protein processing in endoplasmic reticulum	Gm11575	1
Protein processing in endoplasmic reticulum	Gm15266	1
Protein processing in endoplasmic reticulum	Gm4184	1
Protein processing in endoplasmic reticulum	Herpud1	1
Protein processing in endoplasmic reticulum	Hsp90aa1	1
Protein processing in endoplasmic reticulum	Hsp90ab1	1
Protein processing in endoplasmic reticulum	Hsp90b1	1
Protein processing in endoplasmic reticulum	Hspa1a	1
Protein processing in endoplasmic reticulum	Hspa1b	1
Protein processing in endoplasmic reticulum	Hspa1l	1
Protein processing in endoplasmic reticulum	Hspa2	1
Protein processing in endoplasmic reticulum	Hspa4l	1
Protein processing in endoplasmic reticulum	Hspa5	1
Protein processing in endoplasmic reticulum	Hspa8	1
Protein processing in endoplasmic reticulum	Hspbp1	1
Protein processing in endoplasmic reticulum	Hsph1	1
Protein processing in endoplasmic reticulum	Hyou1	1
Protein processing in endoplasmic reticulum	Lman1	1
Protein processing in endoplasmic reticulum	Lman1l	1
Protein processing in endoplasmic reticulum	Lman2	1
Protein processing in endoplasmic reticulum	Man1a	1
Protein processing in endoplasmic reticulum	Man1a2	1
Protein processing in endoplasmic reticulum	Man1b1	1
Protein processing in endoplasmic reticulum	Man1c1	1
Protein processing in endoplasmic reticulum	Map2k7	1
Protein processing in endoplasmic reticulum	Map3k5	1
Protein processing in endoplasmic reticulum	Mapk10	1
Protein processing in endoplasmic reticulum	Mapk8	1
Protein processing in endoplasmic reticulum	Mapk9	1
Protein processing in endoplasmic reticulum	Mbtps1	1
Protein processing in endoplasmic reticulum	Mbtps2	1
Protein processing in endoplasmic reticulum	Mogs	1
Protein processing in endoplasmic reticulum	Nfe2l2	1
Protein processing in endoplasmic reticulum	Ngly1	1
Protein processing in endoplasmic reticulum	Nploc4	1
Protein processing in endoplasmic reticulum	Nsfl1c	1
Protein processing in endoplasmic reticulum	Os9	1
Protein processing in endoplasmic reticulum	P4hb	1
Protein processing in endoplasmic reticulum	Pdia3	1
Protein processing in endoplasmic reticulum	Pdia4	1
Protein processing in endoplasmic reticulum	Pdia6	1
Protein processing in endoplasmic reticulum	Plaa	1
Protein processing in endoplasmic reticulum	Ppp1r15a	1
Protein processing in endoplasmic reticulum	Preb	1
Protein processing in endoplasmic reticulum	Prkcsh	1
Protein processing in endoplasmic reticulum	Prkn	1
Protein processing in endoplasmic reticulum	Rad23a	1
Protein processing in endoplasmic reticulum	Rad23b	1
Protein processing in endoplasmic reticulum	Rbx1	1
Protein processing in endoplasmic reticulum	Rbx1-ps	1
Protein processing in endoplasmic reticulum	Rnf185	1
Protein processing in endoplasmic reticulum	Rnf5	1
Protein processing in endoplasmic reticulum	Rpn1	1
Protein processing in endoplasmic reticulum	Rpn2	1
Protein processing in endoplasmic reticulum	Rrbp1	1
Protein processing in endoplasmic reticulum	Sar1a	1
Protein processing in endoplasmic reticulum	Sar1b	1
Protein processing in endoplasmic reticulum	Sec13	1
Protein processing in endoplasmic reticulum	Sec23a	1
Protein processing in endoplasmic reticulum	Sec23b	1
Protein processing in endoplasmic reticulum	Sec24a	1
Protein processing in endoplasmic reticulum	Sec24b	1
Protein processing in endoplasmic reticulum	Sec24c	1
Protein processing in endoplasmic reticulum	Sec24d	1
Protein processing in endoplasmic reticulum	Sec31a	1
Protein processing in endoplasmic reticulum	Sec31b	1
Protein processing in endoplasmic reticulum	Sec61a1	1
Protein processing in endoplasmic reticulum	Sec61a2	1
Protein processing in endoplasmic reticulum	Sec61b	1
Protein processing in endoplasmic reticulum	Sec61g	1
Protein processing in endoplasmic reticulum	Sec62	1
Protein processing in endoplasmic reticulum	Sec63	1
Protein processing in endoplasmic reticulum	Sel1l	1
Protein processing in endoplasmic reticulum	Sel1l2	1
Protein processing in endoplasmic reticulum	Selenos	1
Protein processing in endoplasmic reticulum	Sil1	1
Protein processing in endoplasmic reticulum	Skp1a	1
Protein processing in endoplasmic reticulum	Ssr1	1
Protein processing in endoplasmic reticulum	Ssr2	1
Protein processing in endoplasmic reticulum	Ssr3	1
Protein processing in endoplasmic reticulum	Ssr4	1
Protein processing in endoplasmic reticulum	Stt3a	1
Protein processing in endoplasmic reticulum	Stt3b	1
Protein processing in endoplasmic reticulum	Stub1	1
Protein processing in endoplasmic reticulum	Svip	1
Protein processing in endoplasmic reticulum	Syvn1	1
Protein processing in endoplasmic reticulum	Traf2	1
Protein processing in endoplasmic reticulum	Tram1	1
Protein processing in endoplasmic reticulum	Tusc3	1
Protein processing in endoplasmic reticulum	Txndc5	1
Protein processing in endoplasmic reticulum	Ube2d1	1
Protein processing in endoplasmic reticulum	Ube2d2a	1
Protein processing in endoplasmic reticulum	Ube2d2b	1
Protein processing in endoplasmic reticulum	Ube2d3	1
Protein processing in endoplasmic reticulum	Ube2g1	1
Protein processing in endoplasmic reticulum	Ube2g2	1
Protein processing in endoplasmic reticulum	Ube2j1	1
Protein processing in endoplasmic reticulum	Ube2j2	1
Protein processing in endoplasmic reticulum	Ube4b	1
Protein processing in endoplasmic reticulum	Ubqln1	1
Protein processing in endoplasmic reticulum	Ubqln2	1
Protein processing in endoplasmic reticulum	Ubqln3	1
Protein processing in endoplasmic reticulum	Ubqln4	1
Protein processing in endoplasmic reticulum	Ubqlnl	1
Protein processing in endoplasmic reticulum	Ubxn6	1
Protein processing in endoplasmic reticulum	Ufd1	1
Protein processing in endoplasmic reticulum	Uggt1	1
Protein processing in endoplasmic reticulum	Uggt2	1
Protein processing in endoplasmic reticulum	Vcp	1
Protein processing in endoplasmic reticulum	Wfs1	1
Protein processing in endoplasmic reticulum	Xbp1	1
Protein processing in endoplasmic reticulum	Yod1	1
Proximal tubule bicarbonate reclamation	Aqp1	1
Proximal tubule bicarbonate reclamation	Atp1a1	1
Proximal tubule bicarbonate reclamation	Atp1a2	1
Proximal tubule bicarbonate reclamation	Atp1a3	1
Proximal tubule bicarbonate reclamation	Atp1a4	1
Proximal tubule bicarbonate reclamation	Atp1b1	1
Proximal tubule bicarbonate reclamation	Atp1b2	1
Proximal tubule bicarbonate reclamation	Atp1b3	1
Proximal tubule bicarbonate reclamation	Atp1b4	1
Proximal tubule bicarbonate reclamation	Car2	1
Proximal tubule bicarbonate reclamation	Car4	1
Proximal tubule bicarbonate reclamation	Fxyd2	1
Proximal tubule bicarbonate reclamation	Gls	1
Proximal tubule bicarbonate reclamation	Gls2	1
Proximal tubule bicarbonate reclamation	Glud1	1
Proximal tubule bicarbonate reclamation	Mdh1	1
Proximal tubule bicarbonate reclamation	Pck1	1
Proximal tubule bicarbonate reclamation	Pck2	1
Proximal tubule bicarbonate reclamation	Slc25a10	1
Proximal tubule bicarbonate reclamation	Slc38a3	1
Proximal tubule bicarbonate reclamation	Slc4a4	1
Proximal tubule bicarbonate reclamation	Slc9a3	1
"PRPP biosynthesis, ribose 5P => PRPP"	Prps1	1
"PRPP biosynthesis, ribose 5P => PRPP"	Prps1l1	1
"PRPP biosynthesis, ribose 5P => PRPP"	Prps1l3	1
"PRPP biosynthesis, ribose 5P => PRPP"	Prps2	1
Purine metabolism	4933425L06Rik	1
Purine metabolism	Ada	1
Purine metabolism	Adcy1	1
Purine metabolism	Adcy10	1
Purine metabolism	Adcy2	1
Purine metabolism	Adcy3	1
Purine metabolism	Adcy4	1
Purine metabolism	Adcy5	1
Purine metabolism	Adcy6	1
Purine metabolism	Adcy7	1
Purine metabolism	Adcy8	1
Purine metabolism	Adcy9	1
Purine metabolism	Adk	1
Purine metabolism	Adprm	1
Purine metabolism	Adsl	1
Purine metabolism	Adss	1
Purine metabolism	Adssl1	1
Purine metabolism	Ak1	1
Purine metabolism	Ak2	1
Purine metabolism	Ak3	1
Purine metabolism	Ak4	1
Purine metabolism	Ak5	1
Purine metabolism	Ak6	1
Purine metabolism	Ak7	1
Purine metabolism	Ak8	1
Purine metabolism	Ak9	1
Purine metabolism	Allc	1
Purine metabolism	Ampd1	1
Purine metabolism	Ampd2	1
Purine metabolism	Ampd3	1
Purine metabolism	Aprt	1
Purine metabolism	Atic	1
Purine metabolism	Cant1	1
Purine metabolism	Dck	1
Purine metabolism	Dguok	1
Purine metabolism	Enpp1	1
Purine metabolism	Enpp3	1
Purine metabolism	Enpp4	1
Purine metabolism	Entpd1	1
Purine metabolism	Entpd2	1
Purine metabolism	Entpd3	1
Purine metabolism	Entpd4	1
Purine metabolism	Entpd4b	1
Purine metabolism	Entpd5	1
Purine metabolism	Entpd6	1
Purine metabolism	Entpd8	1
Purine metabolism	Fhit	1
Purine metabolism	Gart	1
Purine metabolism	Gda	1
Purine metabolism	Gmpr	1
Purine metabolism	Gmpr2	1
Purine metabolism	Gmps	1
Purine metabolism	Gucy1a1	1
Purine metabolism	Gucy1a2	1
Purine metabolism	Gucy1b1	1
Purine metabolism	Gucy1b2	1
Purine metabolism	Gucy2c	1
Purine metabolism	Gucy2d	1
Purine metabolism	Gucy2e	1
Purine metabolism	Gucy2f	1
Purine metabolism	Guk1	1
Purine metabolism	Hddc3	1
Purine metabolism	Hprt	1
Purine metabolism	Impdh1	1
Purine metabolism	Impdh2	1
Purine metabolism	Itpa	1
Purine metabolism	LOC100862456	1
Purine metabolism	LOC102641086	1
Purine metabolism	Nme1	1
Purine metabolism	Nme2	1
Purine metabolism	Nme3	1
Purine metabolism	Nme4	1
Purine metabolism	Nme6	1
Purine metabolism	Nme7	1
Purine metabolism	Npr1	1
Purine metabolism	Npr2	1
Purine metabolism	Nt5c	1
Purine metabolism	Nt5c1a	1
Purine metabolism	Nt5c1b	1
Purine metabolism	Nt5c2	1
Purine metabolism	Nt5c3	1
Purine metabolism	Nt5c3b	1
Purine metabolism	Nt5e	1
Purine metabolism	Nt5m	1
Purine metabolism	Ntpcr	1
Purine metabolism	Nudt16	1
Purine metabolism	Nudt16l2	1
Purine metabolism	Nudt2	1
Purine metabolism	Nudt5	1
Purine metabolism	Nudt9	1
Purine metabolism	Paics	1
Purine metabolism	Papss1	1
Purine metabolism	Papss2	1
Purine metabolism	Pde10a	1
Purine metabolism	Pde11a	1
Purine metabolism	Pde1a	1
Purine metabolism	Pde1b	1
Purine metabolism	Pde1c	1
Purine metabolism	Pde2a	1
Purine metabolism	Pde3a	1
Purine metabolism	Pde3b	1
Purine metabolism	Pde4a	1
Purine metabolism	Pde4b	1
Purine metabolism	Pde4c	1
Purine metabolism	Pde4d	1
Purine metabolism	Pde5a	1
Purine metabolism	Pde6a	1
Purine metabolism	Pde6b	1
Purine metabolism	Pde6c	1
Purine metabolism	Pde6d	1
Purine metabolism	Pde6g	1
Purine metabolism	Pde6h	1
Purine metabolism	Pde7a	1
Purine metabolism	Pde7b	1
Purine metabolism	Pde8a	1
Purine metabolism	Pde8b	1
Purine metabolism	Pde9a	1
Purine metabolism	Pfas	1
Purine metabolism	Pgm1	1
Purine metabolism	Pgm2	1
Purine metabolism	Pklr	1
Purine metabolism	Pkm	1
Purine metabolism	Pnp	1
Purine metabolism	Pnp2	1
Purine metabolism	Pnpt1	1
Purine metabolism	Pola1	1
Purine metabolism	Pola2	1
Purine metabolism	Pold1	1
Purine metabolism	Pold2	1
Purine metabolism	Pold3	1
Purine metabolism	Pold4	1
Purine metabolism	Pole	1
Purine metabolism	Pole2	1
Purine metabolism	Pole3	1
Purine metabolism	Pole4	1
Purine metabolism	Polr1a	1
Purine metabolism	Polr1b	1
Purine metabolism	Polr1c	1
Purine metabolism	Polr1d	1
Purine metabolism	Polr1e	1
Purine metabolism	Polr2a	1
Purine metabolism	Polr2b	1
Purine metabolism	Polr2c	1
Purine metabolism	Polr2d	1
Purine metabolism	Polr2e	1
Purine metabolism	Polr2f	1
Purine metabolism	Polr2g	1
Purine metabolism	Polr2h	1
Purine metabolism	Polr2i	1
Purine metabolism	Polr2j	1
Purine metabolism	Polr2l	1
Purine metabolism	Polr3a	1
Purine metabolism	Polr3b	1
Purine metabolism	Polr3c	1
Purine metabolism	Polr3d	1
Purine metabolism	Polr3e	1
Purine metabolism	Polr3f	1
Purine metabolism	Polr3g	1
Purine metabolism	Polr3gl	1
Purine metabolism	Polr3h	1
Purine metabolism	Polr3k	1
Purine metabolism	Ppat	1
Purine metabolism	Prim1	1
Purine metabolism	Prim2	1
Purine metabolism	Prps1	1
Purine metabolism	Prps1l1	1
Purine metabolism	Prps1l3	1
Purine metabolism	Prps2	1
Purine metabolism	Prune1	1
Purine metabolism	Rrm1	1
Purine metabolism	Rrm2	1
Purine metabolism	Rrm2b	1
Purine metabolism	Twistnb	1
Purine metabolism	Uox	1
Purine metabolism	Urad	1
Purine metabolism	Urah	1
Purine metabolism	Xdh	1
Purine metabolism	Znrd1	1
"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"	Dpyd	1
"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"	Dpys	1
"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"	Upb1	1
Pyrimidine metabolism	4933425L06Rik	1
Pyrimidine metabolism	Ak9	1
Pyrimidine metabolism	Cad	1
Pyrimidine metabolism	Cant1	1
Pyrimidine metabolism	Cda	1
Pyrimidine metabolism	Cmpk1	1
Pyrimidine metabolism	Cmpk2	1
Pyrimidine metabolism	Ctps	1
Pyrimidine metabolism	Ctps2	1
Pyrimidine metabolism	Dck	1
Pyrimidine metabolism	Dctd	1
Pyrimidine metabolism	Dctpp1	1
Pyrimidine metabolism	Dhodh	1
Pyrimidine metabolism	Dpyd	1
Pyrimidine metabolism	Dpys	1
Pyrimidine metabolism	Dtymk	1
Pyrimidine metabolism	Dut	1
Pyrimidine metabolism	Enpp1	1
Pyrimidine metabolism	Enpp3	1
Pyrimidine metabolism	Entpd1	1
Pyrimidine metabolism	Entpd3	1
Pyrimidine metabolism	Entpd4	1
Pyrimidine metabolism	Entpd4b	1
Pyrimidine metabolism	Entpd5	1
Pyrimidine metabolism	Entpd6	1
Pyrimidine metabolism	Entpd8	1
Pyrimidine metabolism	LOC100862456	1
Pyrimidine metabolism	LOC102641086	1
Pyrimidine metabolism	Nme1	1
Pyrimidine metabolism	Nme2	1
Pyrimidine metabolism	Nme3	1
Pyrimidine metabolism	Nme4	1
Pyrimidine metabolism	Nme6	1
Pyrimidine metabolism	Nme7	1
Pyrimidine metabolism	Nt5c	1
Pyrimidine metabolism	Nt5c1a	1
Pyrimidine metabolism	Nt5c1b	1
Pyrimidine metabolism	Nt5c2	1
Pyrimidine metabolism	Nt5c3	1
Pyrimidine metabolism	Nt5c3b	1
Pyrimidine metabolism	Nt5e	1
Pyrimidine metabolism	Nt5m	1
Pyrimidine metabolism	Nudt2	1
Pyrimidine metabolism	Pnp	1
Pyrimidine metabolism	Pnp2	1
Pyrimidine metabolism	Pnpt1	1
Pyrimidine metabolism	Pola1	1
Pyrimidine metabolism	Pola2	1
Pyrimidine metabolism	Pold1	1
Pyrimidine metabolism	Pold2	1
Pyrimidine metabolism	Pold3	1
Pyrimidine metabolism	Pold4	1
Pyrimidine metabolism	Pole	1
Pyrimidine metabolism	Pole2	1
Pyrimidine metabolism	Pole3	1
Pyrimidine metabolism	Pole4	1
Pyrimidine metabolism	Polr1a	1
Pyrimidine metabolism	Polr1b	1
Pyrimidine metabolism	Polr1c	1
Pyrimidine metabolism	Polr1d	1
Pyrimidine metabolism	Polr1e	1
Pyrimidine metabolism	Polr2a	1
Pyrimidine metabolism	Polr2b	1
Pyrimidine metabolism	Polr2c	1
Pyrimidine metabolism	Polr2d	1
Pyrimidine metabolism	Polr2e	1
Pyrimidine metabolism	Polr2f	1
Pyrimidine metabolism	Polr2g	1
Pyrimidine metabolism	Polr2h	1
Pyrimidine metabolism	Polr2i	1
Pyrimidine metabolism	Polr2j	1
Pyrimidine metabolism	Polr2l	1
Pyrimidine metabolism	Polr3a	1
Pyrimidine metabolism	Polr3b	1
Pyrimidine metabolism	Polr3c	1
Pyrimidine metabolism	Polr3d	1
Pyrimidine metabolism	Polr3e	1
Pyrimidine metabolism	Polr3f	1
Pyrimidine metabolism	Polr3g	1
Pyrimidine metabolism	Polr3gl	1
Pyrimidine metabolism	Polr3h	1
Pyrimidine metabolism	Polr3k	1
Pyrimidine metabolism	Prim1	1
Pyrimidine metabolism	Prim2	1
Pyrimidine metabolism	Rrm1	1
Pyrimidine metabolism	Rrm2	1
Pyrimidine metabolism	Rrm2b	1
Pyrimidine metabolism	Tk1	1
Pyrimidine metabolism	Tk2	1
Pyrimidine metabolism	Twistnb	1
Pyrimidine metabolism	Txnrd1	1
Pyrimidine metabolism	Txnrd2	1
Pyrimidine metabolism	Txnrd3	1
Pyrimidine metabolism	Tymp	1
Pyrimidine metabolism	Tyms	1
Pyrimidine metabolism	Uck1	1
Pyrimidine metabolism	Uck2	1
Pyrimidine metabolism	Uckl1	1
Pyrimidine metabolism	Umps	1
Pyrimidine metabolism	Upb1	1
Pyrimidine metabolism	Upp1	1
Pyrimidine metabolism	Upp2	1
Pyrimidine metabolism	Uprt	1
Pyrimidine metabolism	Znrd1	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Ak9	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Cmpk1	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Cmpk2	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Ctps	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Ctps2	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Nme1	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Nme2	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Nme3	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Nme4	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Nme6	1
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	Nme7	1
Pyruvate metabolism	Acaca	1
Pyruvate metabolism	Acacb	1
Pyruvate metabolism	Acat1	1
Pyruvate metabolism	Acat2	1
Pyruvate metabolism	Acot12	1
Pyruvate metabolism	Acss1	1
Pyruvate metabolism	Acss2	1
Pyruvate metabolism	Acyp1	1
Pyruvate metabolism	Acyp2	1
Pyruvate metabolism	Aldh1b1	1
Pyruvate metabolism	Aldh2	1
Pyruvate metabolism	Aldh3a2	1
Pyruvate metabolism	Aldh7a1	1
Pyruvate metabolism	Aldh9a1	1
Pyruvate metabolism	Dlat	1
Pyruvate metabolism	Dld	1
Pyruvate metabolism	Fh1	1
Pyruvate metabolism	Glo1	1
Pyruvate metabolism	Grhpr	1
Pyruvate metabolism	Hagh	1
Pyruvate metabolism	Ldha	1
Pyruvate metabolism	Ldhal6b	1
Pyruvate metabolism	Ldhb	1
Pyruvate metabolism	Ldhc	1
Pyruvate metabolism	Ldhd	1
Pyruvate metabolism	Mdh1	1
Pyruvate metabolism	Mdh2	1
Pyruvate metabolism	Me1	1
Pyruvate metabolism	Me2	1
Pyruvate metabolism	Me3	1
Pyruvate metabolism	Pck1	1
Pyruvate metabolism	Pck2	1
Pyruvate metabolism	Pcx	1
Pyruvate metabolism	Pdha1	1
Pyruvate metabolism	Pdha2	1
Pyruvate metabolism	Pdhb	1
Pyruvate metabolism	Pklr	1
Pyruvate metabolism	Pkm	1
"Pyruvate oxidation, pyruvate => acetyl-CoA"	Dlat	1
"Pyruvate oxidation, pyruvate => acetyl-CoA"	Dld	1
"Pyruvate oxidation, pyruvate => acetyl-CoA"	Pdha1	1
"Pyruvate oxidation, pyruvate => acetyl-CoA"	Pdha2	1
"Pyruvate oxidation, pyruvate => acetyl-CoA"	Pdhb	1
Rap1 signaling pathway	4930544G11Rik	1
Rap1 signaling pathway	Actb	1
Rap1 signaling pathway	Actg1	1
Rap1 signaling pathway	Adcy1	1
Rap1 signaling pathway	Adcy2	1
Rap1 signaling pathway	Adcy3	1
Rap1 signaling pathway	Adcy4	1
Rap1 signaling pathway	Adcy5	1
Rap1 signaling pathway	Adcy6	1
Rap1 signaling pathway	Adcy7	1
Rap1 signaling pathway	Adcy8	1
Rap1 signaling pathway	Adcy9	1
Rap1 signaling pathway	Adora2a	1
Rap1 signaling pathway	Adora2b	1
Rap1 signaling pathway	Afdn	1
Rap1 signaling pathway	Akt1	1
Rap1 signaling pathway	Akt2	1
Rap1 signaling pathway	Akt3	1
Rap1 signaling pathway	Angpt1	1
Rap1 signaling pathway	Angpt2	1
Rap1 signaling pathway	Angpt4	1
Rap1 signaling pathway	Apbb1ip	1
Rap1 signaling pathway	Arap3	1
Rap1 signaling pathway	Bcar1	1
Rap1 signaling pathway	Braf	1
Rap1 signaling pathway	Calm1	1
Rap1 signaling pathway	Calm2	1
Rap1 signaling pathway	Calm3	1
Rap1 signaling pathway	Calm4	1
Rap1 signaling pathway	Calm5	1
Rap1 signaling pathway	Calml3	1
Rap1 signaling pathway	Calml4	1
Rap1 signaling pathway	Cdc42	1
Rap1 signaling pathway	Cdh1	1
Rap1 signaling pathway	Cnr1	1
Rap1 signaling pathway	Crk	1
Rap1 signaling pathway	Crkl	1
Rap1 signaling pathway	Csf1	1
Rap1 signaling pathway	Csf1r	1
Rap1 signaling pathway	Ctnnb1	1
Rap1 signaling pathway	Ctnnd1	1
Rap1 signaling pathway	Dock4	1
Rap1 signaling pathway	Drd2	1
Rap1 signaling pathway	Efna1	1
Rap1 signaling pathway	Efna2	1
Rap1 signaling pathway	Efna3	1
Rap1 signaling pathway	Efna4	1
Rap1 signaling pathway	Efna5	1
Rap1 signaling pathway	Egf	1
Rap1 signaling pathway	Egfr	1
Rap1 signaling pathway	Epha2	1
Rap1 signaling pathway	F2r	1
Rap1 signaling pathway	F2rl3	1
Rap1 signaling pathway	Farp2	1
Rap1 signaling pathway	Fgf1	1
Rap1 signaling pathway	Fgf10	1
Rap1 signaling pathway	Fgf11	1
Rap1 signaling pathway	Fgf12	1
Rap1 signaling pathway	Fgf13	1
Rap1 signaling pathway	Fgf14	1
Rap1 signaling pathway	Fgf15	1
Rap1 signaling pathway	Fgf16	1
Rap1 signaling pathway	Fgf17	1
Rap1 signaling pathway	Fgf18	1
Rap1 signaling pathway	Fgf2	1
Rap1 signaling pathway	Fgf20	1
Rap1 signaling pathway	Fgf21	1
Rap1 signaling pathway	Fgf22	1
Rap1 signaling pathway	Fgf23	1
Rap1 signaling pathway	Fgf3	1
Rap1 signaling pathway	Fgf4	1
Rap1 signaling pathway	Fgf5	1
Rap1 signaling pathway	Fgf6	1
Rap1 signaling pathway	Fgf7	1
Rap1 signaling pathway	Fgf8	1
Rap1 signaling pathway	Fgf9	1
Rap1 signaling pathway	Fgfr1	1
Rap1 signaling pathway	Fgfr2	1
Rap1 signaling pathway	Fgfr3	1
Rap1 signaling pathway	Fgfr4	1
Rap1 signaling pathway	Flt1	1
Rap1 signaling pathway	Flt4	1
Rap1 signaling pathway	Fpr1	1
Rap1 signaling pathway	Fyb	1
Rap1 signaling pathway	Gnai1	1
Rap1 signaling pathway	Gnai2	1
Rap1 signaling pathway	Gnai3	1
Rap1 signaling pathway	Gnao1	1
Rap1 signaling pathway	Gnaq	1
Rap1 signaling pathway	Gnas	1
Rap1 signaling pathway	Grin1	1
Rap1 signaling pathway	Grin2a	1
Rap1 signaling pathway	Grin2b	1
Rap1 signaling pathway	Hgf	1
Rap1 signaling pathway	Hras	1
Rap1 signaling pathway	Id1	1
Rap1 signaling pathway	Igf1	1
Rap1 signaling pathway	Igf1r	1
Rap1 signaling pathway	Ins1	1
Rap1 signaling pathway	Ins2	1
Rap1 signaling pathway	Insr	1
Rap1 signaling pathway	Itga2b	1
Rap1 signaling pathway	Itgal	1
Rap1 signaling pathway	Itgam	1
Rap1 signaling pathway	Itgb1	1
Rap1 signaling pathway	Itgb2	1
Rap1 signaling pathway	Itgb2l	1
Rap1 signaling pathway	Itgb3	1
Rap1 signaling pathway	Kdr	1
Rap1 signaling pathway	Kit	1
Rap1 signaling pathway	Kitl	1
Rap1 signaling pathway	Klk1b4	1
Rap1 signaling pathway	Kras	1
Rap1 signaling pathway	Krit1	1
Rap1 signaling pathway	Lat	1
Rap1 signaling pathway	Lcp2	1
Rap1 signaling pathway	Lpar1	1
Rap1 signaling pathway	Lpar2	1
Rap1 signaling pathway	Lpar3	1
Rap1 signaling pathway	Lpar4	1
Rap1 signaling pathway	Lpar5	1
Rap1 signaling pathway	Magi1	1
Rap1 signaling pathway	Magi2	1
Rap1 signaling pathway	Magi3	1
Rap1 signaling pathway	Map2k1	1
Rap1 signaling pathway	Map2k2	1
Rap1 signaling pathway	Map2k3	1
Rap1 signaling pathway	Map2k6	1
Rap1 signaling pathway	Mapk1	1
Rap1 signaling pathway	Mapk11	1
Rap1 signaling pathway	Mapk12	1
Rap1 signaling pathway	Mapk13	1
Rap1 signaling pathway	Mapk14	1
Rap1 signaling pathway	Mapk3	1
Rap1 signaling pathway	Met	1
Rap1 signaling pathway	Mras	1
Rap1 signaling pathway	Ngf	1
Rap1 signaling pathway	Ngfr	1
Rap1 signaling pathway	Nras	1
Rap1 signaling pathway	P2ry1	1
Rap1 signaling pathway	Pard3	1
Rap1 signaling pathway	Pard6a	1
Rap1 signaling pathway	Pard6b	1
Rap1 signaling pathway	Pard6g	1
Rap1 signaling pathway	Pdgfa	1
Rap1 signaling pathway	Pdgfb	1
Rap1 signaling pathway	Pdgfc	1
Rap1 signaling pathway	Pdgfd	1
Rap1 signaling pathway	Pdgfra	1
Rap1 signaling pathway	Pdgfrb	1
Rap1 signaling pathway	Pfn1	1
Rap1 signaling pathway	Pfn2	1
